DOCTECH_numero,Designation,Maturity,n,total,riesgo,ELTDEC_numero,ELTDEC_designation,FAM_code,FCT_numero,FCT_nature,FCT_designation,FCT_BE_resp,VAR_numero,VAR_type,VAR_argument_produit_1,VAR_argument_produit_2,VAR_prix_previ,VAR_masse_previ,SOL_numero,SOL_site_production,SOL_sce,SOL_appariement,ESO_numero,ESO_etat,ESO_num_appro,ESO_date_histo,ESO_num_PG,ESO_commonalite,ESO_commentaire,ESO_designation_PG,ESO_code_SH,ESO_fourn_pilote,ESO_type_concur,ESO_mas_prob,ESO_mas_recy,ESO_risque,ESO_ecart_mas1,ESO_ecart_mas2,ESO_potentiel,ESO_coef,ESO_design_dos_fct,ESO_BE_resp,ESO_indice_dos_fct,AFU_int_site,AFU_int_sce,AFU_int_validite,AFU_ext_site,AFU_ext_sce,AFU_ext_validite,ECO_statut,ECO_sol_ext,ECO_parallel_set_cod,ECO_commentaire,PIE_numero,PIE_designation,PIE_type,PIE_BE_resp,PIE_sce_gest,PIE_sce_colead,PIE_ldr_conception,PIE_Nis_pie_numero,PIE_unite,AFF_POI_site,AFF_POI_sce,AFF_POI_validite,AFF_POE_site,AFF_POE_sce,AFF_POE_validite,AFF_uti_SIGNE,AFF_uti_G2B,PIE_cod_RSE,PIE_vital_part,PIE_code_nature,PIE_code_techno,PIE_sct_ach,PIE_fournisseur,PIE_cod_fab,PIE_source,PIE_gest_MDS,PIE_prix_std,PIE_prix_hors_amort,PIE_inducteur1,PIE_inducteur2,PIE_creation_comment,PIE_gest_PPU,PIE_maj_PPU,PIEIND_indice,PIEIND_statut,PIEIND_Dernier_indice,PIEIND_Dernier_statut,PIEIND_marquage_pays,PIEIND_masse,PIEIND_type_masse,PIEIND_nuance_protection,PIEIND_epaisseur,PIEIND_typologie,DOCTECH_BE_resp,DOCTECH_type,DOCTECH_indice,DOCTECH_indice_mineur,DOCTECH_flag_nis
041000001R,ECROU TOLE M6 X100 SA3GS,Validated,8,8,0,74,COMMANDES CHASSIS,X52,F10436,Fonction,MECANISME DE FREIN DE STATIONNEMENT,Renault,1,Projet,TT,,NA,NA,5,,0RDBA,NA,2,Valide, 	 ,18/01/2016,F10436/AY,NA,,PROTECTEUR MECANISME DE FREIN DE STATIONNEMENT,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,2,NA,,,OCM,0RDBA,Officielle,,,,BE,,NA,, 	 041000001R,ECROU TOLE M6 X100 SA3GS,RMU,Renault,00APS,KYC,Renault, 	 ," PCE Pièce, Unité",,,," EXT,SFK",00APS,Officielle," EXT,REV,TAN,UGB,PAL,UPL,BUR,VAL,ORU,UAS,IKO,IPK,MOP,OCM,MAH,RMA,NSA,TOA,RSM,CHN,CAR,AGV,COR,LUT,NB1,MCA,DPE,LHA,NVU,HAM,ORA,WUH,PLS,IZH,SOV,VUC,TCM,BUM,MOT,TKD,SNY",,---,NA,S,71K,64Y,RENAULT SAS DEPOT RLT SOFRAS,5X,,Oui,NA,NA,Non définie,Non définie,Initialisation par PDP,,,--G,BE,--G,BE,NA,0.004,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--G,8,Non partagé
112321051R,COIFFE SUPPORT MOTEUR,Validated,1,1,0,72,SUSPENSION GMP,X79,F10267,Fonction,LIAISON SUR SUSPENSION GMP D,Renault,5,Projet,PH2 - K9K TR4X4,,NA,NA,1,,0M000,NA,1,Valide, 	 ,07/03/2013,F10267/AA,NA,,COIFFE DE SUSPENSION GMP D,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 112321051R,COIFFE SUPPORT MOTEUR,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,---,NA,-,,,ALTUR,EL,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Changement de fournisseur,,,,---,BE,---,BE,NA,0.931,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,3,Non partagé
112323200R,COIFFE SUPPORT MOTEUR,Validated,1,1,0,72,SUSPENSION GMP,X79,F10267,Fonction,LIAISON SUR SUSPENSION GMP D,Renault,17,Projet,H79/J1/ENPG04/H5H.,,NA,NA,1,,0INDE,NA,1,Valide, 	 ,10/09/2018,F10267/AA,NA,,COIFFE DE SUSPENSION GMP D,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 112323200R,COIFFE SUPPORT MOTEUR,PIE,Renault,0M000,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," MOP,UPL,TAN,CHN,UAS",,---,NA,-,KZO,,SL RENAULT GRAND COURONNE R1,WA,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,NA,0.939,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,4,Non partagé
112323439R,COIFFE SUPPORT MOTEUR,Validated,1,1,0,72,SUSPENSION GMP,X79,F10267,Fonction,LIAISON SUR SUSPENSION GMP D,Renault,12,Projet,PH2 -  H4M PITESTI/ H4K CHN,,NA,NA,1,,0M000,NA,1,Valide, 	 ,13/03/2014,F10267/AA,NA,,COIFFE DE SUSPENSION GMP D,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 112323439R,COIFFE SUPPORT MOTEUR,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," MOP,UAS",,---,NA,-,KZO,,ALTUR,5F,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,euro6,,,---,BE,---,BE,NA,0.7,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,3,Non partagé
112328191R,COIFFE SUPPORT MOTEUR,Validated,1,1,0,72,SUSPENSION GMP,X52,F10267,Fonction,LIAISON SUR SUSPENSION GMP D,Renault,14,Projet,B4D,,NA,NA,1,,0RDBA,NA,1,Valide, 	 ,08/10/2015,F10267/AA,NA,,COIFFE DE SUSPENSION GMP D,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," UAS,TAN,MOP",0M000,Officielle,,,,BE,,NA,, 	 112328191R,COIFFE SUPPORT MOTEUR,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," UAS,TAN,MOP",,---,NA,-,,,ALTUR,CG,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,B4D,,,---,BE,---,BE,NA,1.284,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,3,Non partagé
112329822R,COIFFE SUPPORT MOTEUR,Refused,2,3,0.6666666666666666,72,SUSPENSION GMP,X52,F10267,Fonction,LIAISON SUR SUSPENSION GMP D,Renault,2,Projet,MOTEUR K7M,,NA,NA,6,,0RDBA,NA,1,Valide, 	 ,25/05/2017,F10267/AA,NA,,COIFFE DE SUSPENSION GMP D,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," COR,TAN,MOP,UAS",0RDBA,Officielle,EXT,0RDBA,Officielle,BE,,NA,, 	 112329822R,COIFFE SUPPORT MOTEUR,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," EXT,UAS,MOP,TAN,COR",,---,NA,-,KZO,,FBA FUNDIC BRASILEIRA ALUMIN,WH,,Non,NA,NA,Gestion Documentaire,Assemblé,,,,---,BE,---,BE,NA,0.638,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,9,
112330301R,SUPPORT BOITE,Validated,1,1,0,72,SUSPENSION GMP,X79,F10665,Fonction,LIAISON SUR SUSPENSION GMP G,Renault,12,Projet,PH2 - BVA4 F4R TR4X4 (DP8),,NA,NA,1,,0M000,NA,4,Valide, 	 ,04/05/2016,F10665/AA,NA,,SUPPORT DE SUSPENSION GMP G,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," ORU,MOP",0M000,Officielle,,,,BE,,NA,, 	 112330301R,SUPPORT BOITE,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," ORU,MOP",,---,NA,-,KZO,,ALTUR,A6,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,,,,---,BE,---,BE,NA,0.456,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,2,Non partagé
112339071R,SUPPORT BOITE,Validated,1,1,0,72,SUSPENSION GMP,X52,F10665,Fonction,LIAISON SUR SUSPENSION GMP G,Renault,4,Projet,TOUS TYPES BVA4,,NA,NA,1,,0M000,NA,3,Valide, 	 ,20/04/2016,F10665/AA,NA,,SUPPORT DE SUSPENSION GMP G,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," TOA,MOP,OCM,RMA",0M000,Officielle,,,,BE,,NA,, 	 112339071R,SUPPORT BOITE,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," TAN,UAS,MOP,OCM,RMA,TOA,ORU,VUC",,---,NA,-,KZO,,FBA FUNDIC BRASILEIRA ALUMIN,RS,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,,,,---,BE,---,BE,NA,0.425,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,1,Non partagé
112381035R,BIELLETTE INF,Validated,2,2,0,72,SUSPENSION GMP,X52,F10569,Fonction,FILTRATION SUR SUSPENSION GMP AR,Renault,1,Projet,TOUS TYPES,,NA,NA,1,,0RDBA,NA,1,Valide, 	 ,11/06/2015,F10569/AA,NA,,BIELLETTE 1 DE REPRISE DE COUPLE,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," COR,OCM,IZH,ORA,UAS,TOA,TAN,RMA,MOP",0RDBA,Officielle,,,,BE,,NA,, 	 112381035R,BIELLETTE INF,PIE,Renault,65500,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,65500,Officielle," UPL,TAN,VAL,BUR,MOP,RMA,CHN,ORA,TOA,IZH,OCM,UAS,TKD,ORU,COR,REV",,---,NA,-,XDR,,PAULSTRA SNC,9T,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,NA,0.393,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,5,Non partagé
112385698R,BIELLETTE INF,Validated,3,3,0,72,SUSPENSION GMP,X79,F10569,Fonction,FILTRATION SUR SUSPENSION GMP AR,Renault,5,Projet," PH 2 - H79,U79",,NA,NA,7,,0RDBA,NA,1,Valide, 	 ,19/08/2014,F10569/AA,NA,,BIELLETTE 1 DE REPRISE DE COUPLE,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," VUC,MOP,ORU,OCM,UAS",0RDBA,Officielle,,,,BE,,NA,, 	 112385698R,BIELLETTE INF,PIE,Renault,65500,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,65500,Officielle," BUR,UPL,MOP,CHN,VAL,UAS,ORU,TCM,REV,OCM,ORA,WUH,RSM,PLS,VUC,RMA",,---,NA,-,XDR,,BOGE ELASTMETALL SLOVAKIA A.,MV,,Oui,NA,NA,Non définie,Non définie,Initialisation par PDP,,,--C,BE,--C,BE,NA,0.418,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--B,14,Non partagé
112533062R,SUPPORT BOITE,Validated,4,4,0,72,SUSPENSION GMP,X52,F10665,Fonction,LIAISON SUR SUSPENSION GMP G,Renault,8,Projet,H4M BVM5 RUSSIE,,NA,NA,2,,0M000,NA,4,Valide, 	 ,05/04/2019,F10665/AA,NA,,SUPPORT DE SUSPENSION GMP G,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,TOA,0M000,Officielle,,,,BE,,NA,, 	 112533062R,SUPPORT BOITE,PIE,Renault,65500,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," MOP,VAL,UPL,BUR,UAS,CHN,TOA,TAN,REV,ORU,SEV,OCM,ORA,RMA,MAH,COR,VUC",,---,NA,-,XDR,KD0,MATRICON SA,MA,,Oui,NA,NA,Prestations Véhicules et Organes,Résolution pb Qualité - Fiab / LUP QC / SdF / SGP,Initialisation par PDP,,,--B,BE,--B,BE,NA,0.529,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--C,7,Non partagé
112533448R,SUPPORT BOITE,Validated,2,2,0,72,SUSPENSION GMP,X52,F10665,Fonction,LIAISON SUR SUSPENSION GMP G,Renault,6,Projet,B52 RS - BVM6.,,NA,NA,2,,0M000,NA,4,Valide, 	 ,05/04/2019,F10665/AA,NA,,SUPPORT DE SUSPENSION GMP G,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0M000,Officielle,,,,BE,,NA,, 	 112533448R,SUPPORT BOITE,PIE,Renault,65520,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," RMR,MCA,UPL,BUR,VAL,UAS,ORU,OCM,REV,ORA,VUC",,---,NA,-,KZO,,ALCASTING LEGUTIANO S.L.U.,AJ,,Oui,NA,NA,Non définie,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,NA,0.595,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,3,Non partagé
112539961R,SUPPORT TAMPON AV G,Validated,2,2,0,72,SUSPENSION GMP,X52,F10665,Fonction,LIAISON SUR SUSPENSION GMP G,Renault,4,Projet,TOUS TYPES BVA4,,NA,NA,1,,0M000,NA,2,Valide, 	 ,09/12/2014,F10665/AK,NA,,SUPPORT TAMPON DE SUSPENSION GMP G,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," TOA,OCM,RMA,MOP",0M000,Officielle,,,,BE,,NA,, 	 112539961R,SUPPORT TAMPON AV G,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," TAN,OCM,ORU,UAS,MOP,RMA,TOA,VUC",,---,NA,-,,,ALTUR,9J,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,,,,---,BE,---,BE,NA,0.568,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--A,5,Non partagé
112703624R,MASSE ACOUSTIQUE SUR SUSPENSION GMP D,Validated,1,1,0,72,SUSPENSION GMP,X52,F10267,Fonction,LIAISON SUR SUSPENSION GMP D,Renault,14,Projet,B4D,,NA,NA,1,,0RDBA,NA,2,Valide, 	 ,13/03/2017,F10267/AK,NA,,MASSE ACOUSTIQUE SUSPENSION GMP D,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," ORA,TAN,MOP,UAS",0M000,Officielle,,,,BE,,NA,, 	 112703624R,MASSE ACOUSTIQUE SUR SUSPENSION GMP D,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," MOP,TAN,UAS,ORA",,---,NA,-,,,LFA ESPANA SL,21,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,B4D,,,---,BE,---,BE,NA,0.6,Calculée,,,Plan de définition obligatoire,Renault,Plan,---,2,Non partagé
112842727R,ELEMENT LIAISON,Validated,9,9,0,86,ESSIEU AR,X79,F15647,Fonction,EL LIAISON ENTRE ROUE G ET ROUE D DE TRAIN AR,Renault,2,Projet," H79 TR 4X2 PH2 PITESTI MECANIQUE,AVTOVAZ MONTAGE",,NA,NA,2,,0M000,NA,1,Valide, 	 ,10/01/2014,F15647/AA,NA,,ELEMENT DE LIAISON ENTRE ROUE G ET ROUE D DE TRAIN AR,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,TOA,0M000,Officielle,,,,BE,,NA,, 	 112842727R,ELEMENT LIAISON,PIE,Renault,0M000,KY2,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,TOA,,---,NA,D,,,BENTELER AUTOMOTIVE OOO,JJ,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte," K90, F90, U90 ROUMANIE",,,--A,BE,--A,BE,NA,8.392,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--H,10,Non partagé
112843505R,COIFFE SUPPORT MOTEUR,Validated,1,1,0,72,SUSPENSION GMP,X52,F10267,Fonction,LIAISON SUR SUSPENSION GMP D,Renault,1,Projet,MOTEUR D4F,,NA,NA,1,,65500,NA,1,Valide, 	 ,25/07/2012,F10267/AA,NA,,COIFFE DE SUSPENSION GMP D,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," UPL,MOP",0M000,Officielle,,,,BE,,NA,, 	 112843505R,COIFFE SUPPORT MOTEUR,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,65500,Officielle," MOP,UPL,BUR,REV",,---,NA,-,,,MATRICON SA,YS,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,,,,---,BE,---,BE,NA,0.664,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,4,Non partagé
112844547R,COIFFE SUPPORT MOTEUR,Validated,1,1,0,72,SUSPENSION GMP,X52,F10267,Fonction,LIAISON SUR SUSPENSION GMP D,Renault,6,Projet,MOTEUR H4B,,NA,NA,1,,65500,NA,1,Valide, 	 ,25/07/2012,F10267/AA,NA,,COIFFE DE SUSPENSION GMP D,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," UPL,MOP",0M000,Officielle,,,,BE,,NA,, 	 112844547R,COIFFE SUPPORT MOTEUR,PIE,Renault,65520,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,65500,Officielle," MOP,UPL,BUR,REV",,---,NA,-,,,KIRPART OTOMOTIV PARCALARI S,VY,,Oui,NA,NA,Non définie,Non définie,Initialisation par PDP,,,---,BE,---,BE,NA,0.945,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,6,Non partagé
112846423R,COIFFE SUPPORT MOTEUR,Validated,3,3,0,72,SUSPENSION GMP,X52,F10267,Fonction,LIAISON SUR SUSPENSION GMP D,Renault,10,Projet,MOTEUR K4M,,NA,NA,1,,0RDBA,NA,1,Valide, 	 ,11/06/2015,F10267/AA,NA,,COIFFE DE SUSPENSION GMP D,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," COR,UAS",0RDBA,Officielle,,,,BE,,NA,, 	 112846423R,COIFFE SUPPORT MOTEUR,PIE,Renault,65520,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," EXT,UAS,MOP,COR",,---,NA,-,,K10,CSF POLAND SP ZOO,R1,,Oui,NA,NA,Non définie,Non définie,Initialisation par PDP,,,---,BE,---,BE,NA,0.796,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--B,7,Non partagé
112847458R,ELEMENT LIAISON,Validated,5,5,0,86,ESSIEU AR,X52,F15647,Fonction,EL LIAISON ENTRE ROUE G ET ROUE D DE TRAIN AR,Renault,1,Projet,BL52/SAUF GPL,,NA,NA,2,,0M000,NA,1,Valide, 	 ,08/06/2012,F15647/AA,NA,,ELEMENT DE LIAISON ENTRE ROUE G ET ROUE D DE TRAIN AR,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,TOA,0M000,Officielle,,,,BE,,NA,, 	 112847458R,ELEMENT LIAISON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,TOA,,---,NA,D,,,BENTELER AUTOMOTIVE OOO,K1,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,L90 IRAN,,,---,BE,---,BE,NA,7.043,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--D,5,Non partagé
112849073R,COIFFE SUPPORT MOTEUR,Validated,1,1,0,72,SUSPENSION GMP,X52,F10267,Fonction,LIAISON SUR SUSPENSION GMP D,Renault,12,Projet,B52 RS F4R - CURITIBA,,NA,NA,1,,RSPOR,NA,1,Valide, 	 ,21/10/2014,F10267/AA,NA,,COIFFE DE SUSPENSION GMP D,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,RSPOR,Officielle,,,,BE,,NA,, 	 112849073R,COIFFE SUPPORT MOTEUR,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," UAS,MOP",,---,NA,-,,,ALTUR,Y2,,Oui,NA,NA,Non définie,Non définie,x79,,,---,BE,---,BE,NA,0.93,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,4,Non partagé
112849223R,ELEMENT LIAISON,Refused,1,3,0.3333333333333333,86,ESSIEU AR,X52,F15647,Fonction,EL LIAISON ENTRE ROUE G ET ROUE D DE TRAIN AR,Renault,1,Projet,BL52/SAUF GPL,,NA,NA,3,,0M000,NA,1,Valide, 	 ,13/12/2018,F15647/AA,NA,,ELEMENT DE LIAISON ENTRE ROUE G ET ROUE D DE TRAIN AR,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," MEP,TAN",0M000,Officielle,EXT,0M000,Officielle,BE,,NA,, 	 112842640R,ELEMENT LIAISON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",MEP,0M000,Officielle,,,," EXT,TAN,MEP,KAM",,---,NA,D,,,AUTOMOBILE DACIA S.A. ACHATS,R7,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,L90 IRAN,,,---,BE,---,BE,NA,7.046,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--A,7,
112849985R,COIFFE SUPPORT MOTEUR,Validated,1,1,0,72,SUSPENSION GMP,X79,F10267,Fonction,LIAISON SUR SUSPENSION GMP D,Renault,3,Projet,PH2 - H5F,,NA,NA,1,,0M000,NA,1,Valide, 	 ,06/09/2012,F10267/AA,NA,,COIFFE DE SUSPENSION GMP D,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 112849985R,COIFFE SUPPORT MOTEUR,PIE,Renault,65520,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,65500,Officielle," TAN,UPL,MOP,BUR,REV",,---,NA,-,KZO,,SUPERPAR OTOMOTIV SANAYI VE,LF,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,---,BE,---,BE,NA,0.61,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,3,Non partagé
113320701R,SUPPORT BIELLETTE INF,Validated,1,1,0,72,SUSPENSION GMP,X52,F10008,Fonction,LIAISON SUR SUSPENSION GMP AR,Renault,3,Projet,X52 H4M CVTX,,NA,NA,1,,0M000,NA,1,Valide, 	 ,10/07/2018,F10008/AL,NA,,SUPPORT 2 DE BIELLETTE DE REPRISE DE COUPLE,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," OCM,UAS,TOA",0RDBA,Officielle,,,,BE,,NA,, 	 113320701R,SUPPORT BIELLETTE INF,PIE,Renault,0M000,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," MOP,TOA,ORU,OCM,UAS,CHN,VUC",,---,NA,-,KZO,,ECA ELEMENTE COMANDA AUTO SA,BE,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,NA,0.491,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,4,Non partagé
113322809R,TIRANT ANTIGLISSEMENT,Validated,1,1,0,72,SUSPENSION GMP,XBB,F10008,Fonction,LIAISON SUR SUSPENSION GMP AR,Renault,1,Projet,BBB,,NA,NA,2,,0RDBA,NA,1,Valide, 	 ,24/03/2017,F10008/AD,NA,,TIRANT 1 ANTIGLISSEMENT DE BIELLETTE DE REPRISE DE COUPLE,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 113322809R,TIRANT ANTIGLISSEMENT,PIE,Renault,0RDBA,KZ4,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," UAS,SHI",,---,NA,-,,,RENAULT INDIA PVT LTD,DA,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Non définie,,,,---,BE,---,BE,NA,0.12,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,1,Non partagé
113324913R,SUPPORT BIELLETTE INF,Validated,1,1,0,72,SUSPENSION GMP,X52,F10008,Fonction,LIAISON SUR SUSPENSION GMP AR,Renault,2,Projet,BVA4,,NA,NA,2,,0M000,NA,1,Valide, 	 ,09/12/2014,F10008/AC,NA,,SUPPORT 1 DE BIELLETTE DE REPRISE DE COUPLE,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," TOA,MOP,OCM,RMA",0M000,Officielle,,,,BE,,NA,, 	 113324913R,SUPPORT BIELLETTE INF,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," TAN,RMA,OCM,MOP,TOA",,---,NA,-,KZO,,AKA OTOMOTIV SANAYI VE TICAR,DX,,Oui,NA,NA,Inducteurs Spécifiques,Implantation composant dans GMP,QX92008059,,,--A,BE,--A,BE,NA,0.643,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,Non partagé
113327138R,SUPPORT BIELLETTE INF,Validated,1,1,0,72,SUSPENSION GMP,X79,F10008,Fonction,LIAISON SUR SUSPENSION GMP AR,Renault,14,Projet,PH2 - BOITE VITESSE AUTO 4X2 (DP2),,NA,NA,3,,0M000,NA,2,Valide, 	 ,30/06/2017,F10008/AC,NA,,SUPPORT 1 DE BIELLETTE DE REPRISE DE COUPLE,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," MOP,ORU",0M000,Officielle,,,,BE,,NA,, 	 113327138R,SUPPORT BIELLETTE INF,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," UAS,MOP,OCM,ORU,VUC",,---,NA,-,KZO,,FBA FUNDIC BRASILEIRA ALUMIN,KH,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,,,,---,BE,---,BE,NA,0.433,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,3,Non partagé
113606959R,BIELLETTE INF,Validated,1,1,0,72,SUSPENSION GMP,X52,F10569,Fonction,FILTRATION SUR SUSPENSION GMP AR,Renault,3,Projet,X52 B4D BRESIL,,NA,NA,1,,0RDBA,NA,1,Valide, 	 ,21/10/2015,F10569/AA,NA,,BIELLETTE 1 DE REPRISE DE COUPLE,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 113606959R,BIELLETTE INF,PIE,Renault,9610,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," MOP,TAN,RMA,UAS,ORA",,---,NA,-,XDR,,BOGE ELASTMETALL SLOVAKIA A.,ZK,,Oui,NA,NA,Standardisation,Non définie,,,,--A,BE,--A,BE,NA,0.427,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--A,3,Non partagé
