TIPO;DIRECTION;ELTDEC_numero;ELTDEC_designation;FAM_code;FCT_numero;FCT_designation;ESO_num_PG;ESO_designation_PG;PIE_numero;PIE_designation;PIE_gest_MDS;PIEIND_indice;PIEIND_typologie;VARCAS_MTC;3D;MDS;Plan;3D_ok;2D_ok;MDS_ok;perimetro
PLDA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F23286;ACCOUDOIR DE PORTE AR;F23286/AA;ACCOUDOIR DE PORTE AR D;829409491R;ACCOUDOIR PORTE AR D;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;3DRN797829;728041955 / 1.00;2DX01V8LER;OK;OK;OK;62 - HABILLAGE INTERIEUR
PLDA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F23286;ACCOUDOIR DE PORTE AR;F23286/AB;ACCOUDOIR DE PORTE AR G;829412582R;ACCOUDOIR PORTE AR G;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;3DRN747639;728041239 / 1.00;2DX01V8LER;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10362;GARNITURE DE PAVILLON;F10362/AD;GARNITURE DE PAVILLON EQUIPEE;739102859R;GARNITURE PAVILLON;Oui;---;Plan et Num 3D obligatoires;HJD/CA01/RA41A/ENPC01,ENPD01.;3DRM163666;700647651 / 3.00;2DU753321R;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10362;GARNITURE DE PAVILLON;F10362/AD;GARNITURE DE PAVILLON EQUIPEE;739105089R;GARNITURE PAVILLON;Oui;--A;Plan et Num 3D obligatoires;HJD/CA02/RA41A/ENPC01,ENPD01.;3DRM166736;700650786 / 1.00;2DU753321R;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10362;GARNITURE DE PAVILLON;F10362/AD;GARNITURE DE PAVILLON EQUIPEE;739102624R;GARNITURE PAVILLON;Oui;---;Plan et Num 3D obligatoires;HJD/CA01/RD28F/ENPC01.;3DRS102883;756214639 / 5.00;2DU753321R;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F22306;ENJOLIVEUR CAPTEUR CLIMATISATION;F22306/AA;ENJOLIVEUR CAPTEUR DE TEMPERATURE HABITACLE;277201834R;CAPTEUR TEMPERATURE HABITACLE;Oui;---;Plan et Num 3D obligatoires;HJD/CA02/ENPC01,ENPD01.;3DRX01PKGR;845294309 / 2.00;681225863R;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10469;PARE-SOLEIL AV;F10469/AD;PARE-SOLEIL G;964012462R;PARE-SOLEIL G;Oui;---;Plan et Num 3D obligatoires;HJD/EA2/ENPC01,ENPD01.;3DRO080007;856221019 / 1.00;2D0046115P;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10469;PARE-SOLEIL AV;F10469/AC;PARE-SOLEIL D;964002028R;PARE-SOLEIL D;Oui;---;Plan et Num 3D obligatoires;HJD/EA2/ENPC01,ENPD01.;3DRO080006;856224278 / 1.00;2D0046114P;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10469;PARE-SOLEIL AV;F10469/AD;PARE-SOLEIL G;964017045R;PARE-SOLEIL G;Oui;---;Plan et Num 3D obligatoires;HJD/EA1/ENPC01,ENPD01.;3DRO312142;856224148 / 1.00;2D0046117P;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10490;POIGNEE DE MAINTIEN;F10490/AU;POIGNEE MAINTIEN AV CENTRALE;739409193R;POIGNEE MAINTIEN;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01.;3DRO768897;846586484 / 1.00;2D0041521P;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10223;CONSOLE DE PAVILLON;F10223/AC;CONSOLE DE PAVILLON;969805226R;CONSOLE PAVILLON TN;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;3DRO300413;737019178 / 2.00;2D0041524P;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F16614;HABILLAGE SORTIE CEINTURE DE SECURITE 2EME RANGEE;F16614/AA;ENJOLIVEUR SORTIE CEINTURE DE SECURITE G 2EME RANGEE;849E48293R;ENJOLIVEUR SORTIE SANGLE D;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01,ENPH01.;3DRM155459;728046952 / 1.00;2D0025613P;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F16614;HABILLAGE SORTIE CEINTURE DE SECURITE 2EME RANGEE;F16614/AB;ENJOLIVEUR SORTIE CEINTURE DE SECURITE D 2EME RANGEE;849E56652R;ENJOLIVEUR SORTIE SANGLE G;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01,ENPH01.;3DRM155459;728044350 / 1.00;2D0025613P;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F16047;GUIDAGE SAC GONFLABLE LATERAL DE TETE;F16047/AA;RAMPE 1 DE SAC GONFLABLE LAT G DE TETE 1ERE RNG;985P18630R;RAMPE SAC GONFLABLE LAT G 1ERE RNG;Oui;---;Plan et Num 3D obligatoires;HJD/ENPB01,ENPC01,ENPD01,ENPH01.;3DRO921979;738403231 / 1.00;2DX00EPMJR;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F16047;GUIDAGE SAC GONFLABLE LATERAL DE TETE;F16047/AB;RAMPE 1 DE SAC GONFLABLE LAT D DE TETE 1ERE RNG;985P07857R;RAMPE SAC GONFLABLE LAT D 1ERE RNG;Oui;---;Plan et Num 3D obligatoires;HJD/ENPB01,ENPC01,ENPD01,ENPH01.;3DRM092093;738403497 / 4.00;2DX00EPMJR;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F16047;GUIDAGE SAC GONFLABLE LATERAL DE TETE;F16047/AC;RAMPE DE SAC GONFLABLE LAT G DE TETE 2EME RNG;985P33421R;RAMPE SAC GONFLABLE LAT G TETE 2EME RNG;Oui;---;Plan et Num 3D obligatoires;HJD/ENPB01,ENPC01,ENPD01,ENPH01.;3DRN747612;728065667 / 1.00;2DX00EWE3R;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F16047;GUIDAGE SAC GONFLABLE LATERAL DE TETE;F16047/AD;RAMPE DE SAC GONFLABLE LAT D DE TETE 2EME RNG;985P27684R;RAMPE SAC GONFLABLE LAT D TETE 2EME RNG;Oui;---;Plan et Num 3D obligatoires;HJD/ENPB01,ENPC01,ENPD01,ENPH01.;3DRM091976;728066422 / 1.00;2DX00EWE3R;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10365;GARNITURE DE PIED MILIEU;F10365/AA;GARNITURE INF DE PIED MILIEU D;769151408R;GARNITURE PIED MILIEU INF D;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;3DRM147904;728063390 / 1.00;2DX00J9WMR;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10365;GARNITURE DE PIED MILIEU;F10365/AB;GARNITURE INF DE PIED MILIEU G;769166933R;GARNITURE PIED MILIEU INF G;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;3DRM147904;728062578 / 1.00;2DX00J9WMR;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10365;GARNITURE DE PIED MILIEU;F10365/AC;GARNITURE SUP DE PIED MILIEU D;769135803R;GARNITURE PIED MILIEU SUP D;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;3DRO474825;728064220 / 1.00;2DX00FAB0R;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10365;GARNITURE DE PIED MILIEU;F10365/AD;GARNITURE SUP DE PIED MILIEU G;769149350R;GARNITURE PIED MILIEU SUP G;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;3DRM145829;728063548 / 1.00;2DX00FAB0R;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10358;GARNITURE DE MONTANT DE BAIE;F10358/AA;GARNITURE DE MONTANT DE BAIE D;769115976R;GARNITURE MONTANT BAIE D;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;3DRQ263127;735587970 / 2.00;2DX00F7VGR;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10358;GARNITURE DE MONTANT DE BAIE;F10358/AB;GARNITURE DE MONTANT DE BAIE G;769121432R;GARNITURE MONTANT BAIE G;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;3DRQ263188;735247859 / 1.00;2DX00F7VGR;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10363;GARNITURE DE PIED AR;F10363/AC;GARNITURE SUP DE PIED AR D;769346765R;GARNITURE PIED AR SUP D;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;-;728060353 / 1.00;-;NOT OK;NOT OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10363;GARNITURE DE PIED AR;F10363/AD;GARNITURE SUP DE PIED AR G;769359302R;GARNITURE PIED AR SUP G;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;-;728057352 / 1.00;-;NOT OK;NOT OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10363;GARNITURE DE PIED AR;F10363/AE;GARNITURE INF DE PIED AR G;769377743R;GARNITURE PIED AR INF G;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;3DRM136418;728055763 / 1.00;2DX00FLCPR;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10363;GARNITURE DE PIED AR;F10363/AF;GARNITURE INF DE PIED AR D;769362610R;GARNITURE PIED AR INF D;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01.;3DRM136418;728056118 / 2.00;2DX00FLCPR;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10364;GARNITURE DE PIED EXTREME AR;F10364/AC;GARNITURE DE PIED EXTREME AR D;769364393R;GARNITURE PIED EXTREME AR D;Oui;---;Plan et Num 3D obligatoires;HJD/ENPB01,ENPC01,ENPD01,ENPH01.;3DRP611188;735251885 / 1.00;2DX00FU4JR;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10364;GARNITURE DE PIED EXTREME AR;F10364/AD;GARNITURE DE PIED EXTREME AR G;769370345R;GARNITURE PIED EXTREME AR G;Oui;---;Plan et Num 3D obligatoires;HJD/ENPB01,ENPC01,ENPD01,ENPH01.;3DRM136411;735251610 / 2.00;2DX00FU4JR;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10369;GARNITURE PASSAGE ROUE AR;F10369/AB;GARNITURE 1 DE PASSAGE DE ROUE AR G;849514754R;GARNITURE LAT G COFFRE AR;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01.;3DRM131895;714960055 / 1.00;2D0046754P;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10369;GARNITURE PASSAGE ROUE AR;F10369/AA;GARNITURE 1 DE PASSAGE DE ROUE AR D;849505086R;GARNITURE LAT D COFFRE AR;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01.;3DRM135939;714955629 / 1.00;2DX022K9LR;OK;OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10369;GARNITURE PASSAGE ROUE AR;F10369/AB;GARNITURE 1 DE PASSAGE DE ROUE AR G;849519282R;GARNITURE LAT G COFFRE AR;Oui;---;Plan et Num 3D obligatoires;HJD/TR4X4/ENPD01,ENPH01.;-;-;-;NOT OK;NOT OK;NOT OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10369;GARNITURE PASSAGE ROUE AR;F10369/AA;GARNITURE 1 DE PASSAGE DE ROUE AR D;849506824R;GARNITURE LAT D COFFRE AR;Oui;---;Plan et Num 3D obligatoires;HJD/TR4X4/ENPD01,ENPH01.;-;-;-;NOT OK;NOT OK;NOT OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10366;GARNITURE DE PORTE DE COFFRE;F10366/AA;GARNITURE DE PORTE DE COFFRE;909006477R;GARNITURE PORTE COFFRE;Oui;---;Plan et Num 3D obligatoires;HJD/ENPB01,ENPC01,ENPD01,ENPH01.;3DRN106431;728064719 / 1.00;2DX00ETA1R;OK;OK;OK;62 - HABILLAGE INTERIEUR
DL;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10367;TABLETTE AR;F10367/AH;TABLETTE AR;794200942R;TABLETTE CTL AR;Oui;---;Plan et Num 3D obligatoires;HJD/ENPB01.;-;816507440 / 4.00;-;NOT OK;NOT OK;OK;62 - HABILLAGE INTERIEUR
COCA;DE-VD;62;HABILLAGE INTERIEUR;XJD;F10004;ABSORBANT DE TABLIER;F10004/AA;ABSORBANT TABLIER;679002390R;ABSORBANT ACOUSTIQUE TABLIER;Oui;--A;Plan et Num 3D obligatoires;HJD/ENPC01/TLRP33.;3DRR907433;801062892 / 4.00;-;OK;NOT OK;OK;62 - HABILLAGE INTERIEUR
PLDA;DE-VD;63;SIEGES;XJD;F10603;SIEGE D 1ERE RNG;F10603/AB;ARMATURE DE COUSSIN DE SIEGE D 1ERE RANGEE;873014215R;ARMATURE COUSSIN AV D;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/ENPD01.;-;792970210 / 1.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10603;SIEGE D 1ERE RNG;F10603/AE;COMMANDE D' INCLINAISON DE DOSSIER DE SIEGE D 1ERE RNG;883463016R;POIGNEE ARTICULATION;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/ENPD01.;-;792563081 / 1.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10603;SIEGE D 1ERE RNG;F10603/BD;CARTER EXT DE SIEGE D 1ERE RNG APV;8201727227;CARTER SIEGE AV D;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/ENPD01.;-;792558498 / 1.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10603;SIEGE D 1ERE RNG;F10603/CD;OBTURATEUR COMMANDE INCLINAISON DOSSIER SIEGE D 1ERE RANGEE;8201727228;OBTURATEUR CDE INCLINAISON SJ 1ERE RNG;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/ENPD01.;-;792611231 / 1.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10603;SIEGE D 1ERE RNG;F10603/CM;NAPPE 3 DE COUSSIN DE SIEGE D 1ERE RANGEE;873352381R;NAPPE ASSISE SIEGE 1ERE RNG;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/ENPD01.;-;792550133 / 1.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10603;SIEGE D 1ERE RNG;F10603/CN;NAPPE 1 DE DOSSIER DE SIEGE D 1ERE RNG;876359029R;NAPPE DOSSIER SIEGE 1ERE RNG;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/ENPD01.;-;792551826 / 1.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10603;SIEGE D 1ERE RNG;F10603/CS;ETRIER D' APPUI TETE DE SIEGE D 1ERE RANGEE;886027039R;ETRIER APPUI TETE;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/ENPD01.;-;804000429 / 1.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10603;SIEGE D 1ERE RNG;F10603/BH;CABLAGE ELEMENT DE SECURITE SIEGE D 1ERE RNG;870698365R;CABLAGE SIEGE 1ERE RNG;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/ENPD01.;-;-;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;L002141--;FIX SIEGE AV D SUR CAISSE;L002141/H;ENTRETOISE 2 FIX SIEGE AV D SUR CAISSE;875422882R;ENTRETOISE FIX SIEGE;Non;---;Plan de définition obligatoire;HJD/ENPD01.;-;792314111 / 1.00;-;NO APLICA;NOT OK;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F16729;GLISSIERE SIEGE 1ERE RANGEE;F16729/BN;PALONNIER 1 DE GLISSIERE SIEGE D 1ERE RNG;874110995R;PALONNIER SIEGE AV D;Non;---;Pas d'élément de définition obligatoire;HJD/ENPD01.;-;792304517 / 1.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F16729;GLISSIERE SIEGE 1ERE RANGEE;F16729/BO;PALONNIER 1 DE GLISSIERE SIEGE G 1ERE RNG;874116662R;PALONNIER SIEGE AV G;Non;---;Pas d'élément de définition obligatoire;HJD/ENPD01.;-;792304151 / 1.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F22392;ARMATURE ASSISE SIEGE 1ERE RNG;F22392/AE;RENFORT ARMATURE DE COUSSIN DE SIEGE G 1ERE RNG;875D44794R;RENFORT ARMATURE COUSSIN SIEGE AV G;Non;---;Plan de définition obligatoire;HJD/ENPD01.;-;792933074 / 1.00;-;NO APLICA;NOT OK;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F22394;ARMATURE DOSSIER SIEGE 1ERE RNG;F22394/AL;ARMATURE DE DOSSIER DE SIEGE D 1ERE RNG EQP;876019945R;ARMT DOSSIER AV D;Non;---;Pas d'élément de définition obligatoire;HJD/ENPD01.;-;792965259 / 2.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F22394;ARMATURE DOSSIER SIEGE 1ERE RNG;F22394/AM;ARMATURE DE DOSSIER DE SIEGE G 1ERE RNG EQP;876513395R;ARMT DOSSIER AV G;Non;---;Pas d'élément de définition obligatoire;HJD/ENPD01.;-;793279391 / 1.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
DL;DE-VD;63;SIEGES;XJD;ASS002470;COLLECTION SIEGE ASS;ASS002470;COLLECTION DE SIEGES ASS;870003337X;COLLECTION SIEGES ASS;Non;---;Plan et Num 3D obligatoires;HJD/CUI/SGAV02/SOPC1C/ENPD01.;3DRO247998;-;-;OK;NOT OK;NO APLICA;63 - SIEGES
DL;DE-VD;63;SIEGES;XJD;ASS002470;COLLECTION SIEGE ASS;ASS002470;COLLECTION DE SIEGES ASS;870000477X;COLLECTION SIEGES ASS;Non;---;Plan et Num 3D obligatoires;HJD/DRA/SGAV03/SOP03C/ENPD01.;-;-;-;NOT OK;NOT OK;NO APLICA;63 - SIEGES
DL;DE-VD;63;SIEGES;XJD;ASS002470;COLLECTION SIEGE ASS;ASS002470;COLLECTION DE SIEGES ASS;870007703X;COLLECTION SIEGES ASS;Non;---;Plan et Num 3D obligatoires;HJD/DRA/SGAV02/SOPC1C/ENPD01.;-;-;-;NOT OK;NOT OK;NO APLICA;63 - SIEGES
DL;DE-VD;63;SIEGES;XJD;ASS002470;COLLECTION SIEGE ASS;ASS002470;COLLECTION DE SIEGES ASS;870007249X;COLLECTION SIEGES ASS;Non;---;Plan et Num 3D obligatoires;HJD/DRA/SGAV02/SOPC1C/ENPD01.;-;-;-;NOT OK;NOT OK;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F17257;DETECTION PRESENCE SIEGE 1ERE RNG;F17257/AA;NAPPE DE PRESENCE SUR SIEGE AV PASSAGER;873332279R;NAPPE DETECTION PASSAGER;Oui;---;Plan et Num 3D obligatoires;HJD/ENPD01.;-;-;-;NOT OK;NOT OK;NOT OK;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10601;SIEGE 2EME RANGEE;F10601/FL;ETRIER D' APPUI TETE DE SIEGE 2EME RANGEE;886020178R;ETRIER APPUI TETE;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/ENPD01.;-;800205951 / 1.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10601;SIEGE 2EME RANGEE;F10601/JC;DOUILLE APPUI TETE DE SIEGE 2EME RNG;8201727221;DOUILLE APPUI-TETE;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/ENPD01.;-;792294530 / 1.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10018;ADAPTATION DU SIEGE 1ERE RANGEE;F10018/AA;ENTRETOISE ADAPTATION SIEGE D 1ERE RANGEE;875421247R;ENTRETOISE FIX SIEGE;Non;---;Plan de définition obligatoire;HJD/ENPB01.;-;792312181 / 1.00;-;NO APLICA;NOT OK;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10015;ADAPTATION SIEGE 2EME RNG;F10015/AF;SUPPORT LAT G DE SIEGE 2EME RNG SUR CAISSE;8201733550;ENSEMBLE SUPPORT POIGNEE HAUT DOSSIER G;Non;---;Plan de définition obligatoire;HJD/ENPD01.;-;-;-;NO APLICA;NOT OK;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10015;ADAPTATION SIEGE 2EME RNG;F10015/AG;SUPPORT LAT D DE SIEGE 2EME RNG SUR CAISSE;8201733549;ENSEMBLE SUPPORT POIGNEE HAUT DOSSIER D;Non;---;Plan de définition obligatoire;HJD/ENPD01.;-;-;-;NO APLICA;NOT OK;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10015;ADAPTATION SIEGE 2EME RNG;F10015/BF;SUPPORT FIX CTL G DE SIEGE 2EME RNG SUR CAISSE;8201733547;PONTET CENTRAL DOSSIER 40%;Non;---;Plan de définition obligatoire;HJD/ENPD01.;-;-;-;NO APLICA;NOT OK;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10015;ADAPTATION SIEGE 2EME RNG;F10015/BG;SUPPORT FIX CTL D DE SIEGE 2EME RNG SUR CAISSE;8201733548;PONTET CENTRAL DOSSIER 60%;Non;---;Plan de définition obligatoire;HJD/ENPD01.;-;-;-;NO APLICA;NOT OK;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F16418;PROTECTION SIEGE 1ERE RNG;F16418/AA;HOUSSE PROTECTION DE SIEGE 1ERE RNG;873702189R;HOUSSE SIEGE AV;Non;---;Pas d'élément de définition obligatoire;HJD/ENPD01.;-;792304891 / 1.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F23208;STRUCTURE ADAPTATION ANCRAGE CEINTURE SECURITE 1ERE RNG;R8780015-;ENTRETOISE BOUCLE CEINTURE SECURITE D 1ERE RNG;878543969R;DEVIATEUR BOUCLE CTRE SCR D 1ERE RNG;Oui;---;Plan de définition obligatoire;HJD/ENPD01.;-;793697357 / 1.00;-;NO APLICA;NOT OK;OK;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F23208;STRUCTURE ADAPTATION ANCRAGE CEINTURE SECURITE 1ERE RNG;R8780016-;ENTRETOISE BOUCLE CEINTURE SECURITE G 1ERE RNG;878555049R;DEVIATEUR BOUCLE CTRE SCR G 1ERE RNG;Oui;---;Plan de définition obligatoire;HJD/ENPD01.;-;793697042 / 1.00;-;NO APLICA;NOT OK;OK;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10604;SIEGE G 1ERE RNG;F10604/AB;ARMATURE DE COUSSIN DE SIEGE G 1ERE RANGEE;873516350R;ARMATURE COUSSIN AV G;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/SGAV02/SOPC1C/ENPD01.;-;793230686 / 1.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10604;SIEGE G 1ERE RNG;F10604/AE;COMMANDE D' INCLINAISON DE DOSSIER DE SIEGE G 1ERE RANGEE;883460567R;POIGNEE ARTICULATION;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/SGAV02/SOPC1C/ENPD01.;-;792561445 / 1.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10604;SIEGE G 1ERE RNG;F10604/BD;CARTER EXT DE SIEGE G 1ERE RNG;8201727226;CARTER SIEGE AV G;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/SGAV02/SOPC1C/ENPD01.;-;792555894 / 1.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10604;SIEGE G 1ERE RNG;F10604/BH;CABLAGE ELEMENT DE SECURITE SIEGE G 1ERE RNG;870698191R;CABLAGE SIEGE CONDUCTEUR;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/SGAV02/SOPC1C/ENPD01.;-;800203065 / 2.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10604;SIEGE G 1ERE RNG;F10604/EA;POIGNEE CDE REHAUSSE SIEGE G 1ERE RNG;873681002R;POIGNEE CDE REHAUSSE SIEGE G;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/SGAV02/SOPC1C/ENPD01.;-;792559112 / 1.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
PLDA;DE-VD;63;SIEGES;XJD;F10604;SIEGE G 1ERE RNG;R8730016-;OBTURATEUR POIGNEE CDE REHAUSSE SIEGE G 1ERE RNG;8201727229;OBTURATEUR CDE REHAUSSE SIEGE 1ERE RNG;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/SGAV02/SOPC1C/ENPD01.;-;792929889 / 1.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
