DOCTECH_numero,Designation,Maturity,n,total,riesgo,ELTDEC_numero,ELTDEC_designation,FAM_code,FCT_numero,FCT_nature,FCT_designation,FCT_BE_resp,VAR_numero,VAR_type,VAR_argument_produit_1,VAR_argument_produit_2,VAR_prix_previ,VAR_masse_previ,SOL_numero,SOL_site_production,SOL_sce,SOL_appariement,ESO_numero,ESO_etat,ESO_num_appro,ESO_date_histo,ESO_num_PG,ESO_commonalite,ESO_commentaire,ESO_designation_PG,ESO_code_SH,ESO_fourn_pilote,ESO_type_concur,ESO_mas_prob,ESO_mas_recy,ESO_risque,ESO_ecart_mas1,ESO_ecart_mas2,ESO_potentiel,ESO_coef,ESO_design_dos_fct,ESO_BE_resp,ESO_indice_dos_fct,AFU_int_site,AFU_int_sce,AFU_int_validite,AFU_ext_site,AFU_ext_sce,AFU_ext_validite,ECO_statut,ECO_sol_ext,ECO_parallel_set_cod,ECO_commentaire,PIE_numero,PIE_designation,PIE_type,PIE_BE_resp,PIE_sce_gest,PIE_sce_colead,PIE_ldr_conception,PIE_Nis_pie_numero,PIE_unite,AFF_POI_site,AFF_POI_sce,AFF_POI_validite,AFF_POE_site,AFF_POE_sce,AFF_POE_validite,AFF_uti_SIGNE,AFF_uti_G2B,PIE_cod_RSE,PIE_vital_part,PIE_code_nature,PIE_code_techno,PIE_sct_ach,PIE_fournisseur,PIE_cod_fab,PIE_source,PIE_gest_MDS,PIE_prix_std,PIE_prix_hors_amort,PIE_inducteur1,PIE_inducteur2,PIE_creation_comment,PIE_gest_PPU,PIE_maj_PPU,PIEIND_indice,PIEIND_statut,PIEIND_Dernier_indice,PIEIND_Dernier_statut,PIEIND_marquage_pays,PIEIND_masse,PIEIND_type_masse,PIEIND_nuance_protection,PIEIND_epaisseur,PIEIND_typologie,DOCTECH_BE_resp,DOCTECH_type,DOCTECH_indice,DOCTECH_indice_mineur,DOCTECH_flag_nis
100030865,RENFORT AR TETE ESSIEU G,Refused,5,7,0.7142857142857143,86,ESSIEU AR,X79,F15652,Fonction,SUPPORT D' ELEMENT TOURNANT DU TRAIN AR,Renault,3,Projet,4X2,,NA,NA,8,MEP,0M000,NA,5,Valide, 	 ,08/03/2018,F15652/AE,NA,,RENFORT LAT DE TETE ESSIEU AR D,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MEP,0M000,Officielle,,,,BE,,NA,, 	 555178428R,RENFORT AR TETE ESSIEU D,PIE,Renault,0M000,XCP,Renault, 	 ," PCE Pièce, Unité",MEP,0M000,Officielle,,,," EXT,MEP,TOA",,---,NA,D,,,AUTOMOBILE DACIA S.A. ACHATS,9F,,Oui,NA,NA,Inducteurs Spécifiques,Raison Eco / LUP ECO,,,,---,BE,---,BE,NA,0.44,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--K,10,
175062108R,CANALISATION ALIMENTATION CARBURANT,Validated,1,1,0,76,CIRCUIT CARBURANT,XHA,F14055,Fonction,TUYAUTERIE ALIMENTATION CARBURANT COMPARTIMENT MOTEUR,Renault,6,Projet,HHA ESS H4M BRASIL,,NA,NA,2,,0RDBA,NA,1,Valide, 	 ,11/05/2017,F14055/AE,NA,,CANALISATION 1 ALIMENTATION CARBURANT,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 175062108R,CANALISATION ALIMENTATION CARBURANT,PIE,Renault,0M000,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,UAS,,RS-,NA,-,,,NOBEL AUTOMOTIVE RUSYA,EX,,Oui,NA,NA,Inducteurs Spécifiques,Non définie,,,,--A,BE,--A,BE,NA,0.023,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,3,
175062877R,CANALISATION ALIMENTATION CARBURANT,Validated,1,1,0,76,CIRCUIT CARBURANT,X79,F14055,Fonction,TUYAUTERIE ALIMENTATION CARBURANT COMPARTIMENT MOTEUR,Renault,22,Projet," H79 PH2 INDIA,INDIA PRIME,NISSAN PRIME & INDO PRIME",,NA,NA,2,,0INDE,NA,1,Valide, 	 ,21/03/2017,F14055/AE,NA,,CANALISATION 1 ALIMENTATION CARBURANT,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 175062877R,CANALISATION ALIMENTATION CARBURANT,PIE,Renault,0INDE,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,RS-,NA,-,XUR,,NISSAN MOTOR INDIA PRIVATE L,SB,175063943R,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--C,BE,--C,BE,NA,0.115,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--C,6,
175065158R,CANALISATION ALIMENTATION CARBURANT,Validated,1,1,0,76,CIRCUIT CARBURANT,X79,F14055,Fonction,TUYAUTERIE ALIMENTATION CARBURANT COMPARTIMENT MOTEUR,Renault,22,Projet," H79 PH2 INDIA,INDIA PRIME,NISSAN PRIME & INDO PRIME",,NA,NA,2,,0INDE,NA,2,Valide, 	 ,21/03/2017,F14055/BC,NA,,CANALISATION CRBT ENTRE FILTRE ET POMPE INJECTION,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 175065158R,CANALISATION ALIMENTATION CARBURANT,PIE,Renault,0INDE,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,RS-,NA,-,XUR,,NISSAN MOTOR INDIA PRIVATE L,FK,175062565R,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--B,BE,--B,BE,NA,0.063,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--B,4,
175066082R,CANALISATION ALIMENTATION CARBURANT,Validated,1,1,0,76,CIRCUIT CARBURANT,X79,F10173,Fonction,CIRCUIT ALIMENTATION CARBURANT SOUS CAISSE,Renault,74,Projet,X79 H4M BRASIL,,NA,NA,1,UAS,0RDBA,NA,1,Valide, 	 ,18/07/2015,F10173/AA,NA,,CANALISATION 1 ALIMENTATION CRBT SOUS CAISSE,EXPERT,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," VUC,UAS",0RDBA,Officielle,,,,BE,,NA,, 	 175066082R,CANALISATION ALIMENTATION CARBURANT,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," UAS,VUC",,RS-,NA,-,XUR,,HBA HUTCHINSON BRASIL AUTOMO,8R,,Oui,NA,NA,Inducteurs Spécifiques,Pièce de responsabilité ingénierie partenaire,,,,--B,BE,--B,BE,NA,0.077,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,
175066794R,CANALISATION ALIMENTATION CARBURANT,Validated,1,1,0,76,CIRCUIT CARBURANT,X79,F10173,Fonction,CIRCUIT ALIMENTATION CARBURANT SOUS CAISSE,Renault,59,Projet," H79 PH2 INDIA, NISSAN PRIME & INDIA PRIME THP",,NA,NA,5,CHN,0INDE,NA,1,Valide, 	 ,01/02/2019,F10173/AA,NA,,CANALISATION 1 ALIMENTATION CRBT SOUS CAISSE,EXPERT,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 175066794R,CANALISATION ALIMENTATION CARBURANT,PIE,Renault,0INDE,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,RS-,NA,-,XUR,,NISSAN MOTOR INDIA PRIVATE L,1B,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--B,BE,--B,BE,NA,0.121,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--B,4,
175067563R,CANALISATION ALIMENTATION CARBURANT,Validated,1,1,0,76,CIRCUIT CARBURANT,X79,F10173,Fonction,CIRCUIT ALIMENTATION CARBURANT SOUS CAISSE,Renault,34,Projet," U79 F4R /AA,AB,NM (ESS)",,NA,NA,1,UAS,0M000,NA,2,Valide, 	 ,20/03/2014,F10173/AV,NA,,CANALISATION ALMT CARBURANT ENTREE MOTEUR,EXPERT,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," VUC,UAS",0RDBA,Officielle,,,,BE,,NA,, 	 175067563R,CANALISATION ALIMENTATION CARBURANT,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," UAS,VUC",,RS-,NA,-,XUR,,HBA HUTCHINSON BRASIL AUTOMO,BR,,Oui,NA,NA,Standardisation,Multi-projets de familles différentes,,,,--B,BE,--B,BE,NA,0.02,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--B,4,
175714998R,SUPPORT CANALISATION CARBURANT,Validated,1,1,0,76,CIRCUIT CARBURANT,XHA,F21518,Fonction,AMORTISSEUR CIRCUIT D' ALIMENTATION CARBURANT SOUS CAISSE,Renault,1,Projet,HHA,,NA,NA,1,,0M000,NA,2,Valide, 	 ,02/02/2015,F21518/AB,NA,,SUPPORT AMORTISSEUR CIRCUIT ALIMENTATION CARBURANT,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," UAS,ORU",0M000,Officielle,,,,BE,,NA,, 	 175714998R,SUPPORT CANALISATION CARBURANT,PIE,Renault,0RDBA,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," ORU,UAS,TAN,MOP,OCM,VUC",,---,NA,-,SFK,,SC SILDVB COM SA,65,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,,,,--B,BE,--B,BE,NA,0.33,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--B,4,
175751356R,PROTECTEUR CNLZ CARBURANT EQP,Refused,1,2,0.5,76,CIRCUIT CARBURANT,X79,F10173,Fonction,CIRCUIT ALIMENTATION CARBURANT SOUS CAISSE,Renault,58,Projet," H79 PH2 INDIA, INDIA PRIME, NISSAN PRIME & INDO PRIME HP",,NA,NA,4,CHN,0INDE,NA,5,Valide, 	 ,20/07/2017,F10173/AY,NA,,PROTECTEUR 1 CANALISATION ALMT DE CARBURANT SOUS CAISSE,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 175751356R,PROTECTEUR CNLZ CARBURANT EQP,PIE,Renault,0INDE,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,---,NA,-,00R,,,HN,175751730R,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,0.285,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,3,
180109703R,CAPTEUR PEDALE ACCELERATEUR DAD,Validated,1,1,0,74,COMMANDES CHASSIS,X79,F10475,Fonction,PEDALE ACCELERATEUR,Renault,16,Projet,H79 DD PH1' INDE ET INDO SANS RV,,NA,NA,1,CHN,0INDE,NA,1,Valide, 	 ,21/03/2014,F10475/AG,NA,,PEDALE D' ACCELERATEUR,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 180103864R,CAPTEUR PEDALE ACCELERATEUR DAD,PIE,Renault,0INDE,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,RSE,NA,-,W7R,,NISSAN MOTOR INDIA PRIVATE L,DP,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,--B,BE,--B,BE,NA,0.28,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--B,6,
200104773R,DESCENTE ECHAPPEMENT,Refused,1,3,0.3333333333333333,71,ECHAPPEMENT - POT CATALYTIQUE,X79,ASS001020,Fonction,DESCENTE D' ECHAPPEMENT ASS,Renault,66,Projet,TR4X4 H4M AVTOFRAMOS,,NA,NA,2,ORU,0M000,NA,1,Valide, 	 ,01/11/2017,ASS001020,NA,,DESCENTE D' ECHAPPEMENT ASS,8708.92,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,ORU,0M000,Officielle,,,,BE,,NA,, 	 200109072R,DESCENTE ECHAPPEMENT,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," ARU,ORU",,R--,NA,Y,,,EBERSPAECHER EXHAUST SYSTEM,Y3,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,NA,3.805,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--C,11,
200106696R,DESCENTE ECHAPPEMENT,Validated,2,2,0,71,ECHAPPEMENT - POT CATALYTIQUE,X79,ASS001020,Fonction,DESCENTE D' ECHAPPEMENT ASS,Renault,AF,Projet,U79 FR20 BVA4 CURITIBA,,NA,NA,1," UAS,VUC",0RDBA,NA,1,Valide, 	 ,08/11/2018,ASS001020,NA,,DESCENTE D' ECHAPPEMENT ASS,8708.92,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 200104883R,DESCENTE ECHAPPEMENT,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," UAS,MBR",,R--,NA,Y,XJR,,EBERSPAECHER TECN. DE EXHAUS,2X,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,,,,--A,BE,--A,BE,NA,4.347,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--A,4,Non partagé
200107822R,LIGNE ECHAPPEMENT PARTIE AV ASS,Validated,1,1,0,71,ECHAPPEMENT - POT CATALYTIQUE,X52,ASS001020,Fonction,DESCENTE D' ECHAPPEMENT ASS,Renault,1,Projet,K9K GEN5,,NA,NA,2,,0M000,NA,1,Valide, 	 ,23/07/2013,ASS001020,NA,,DESCENTE D' ECHAPPEMENT ASS,8708.92,NA,Fournisseur,0,0,NA,0,0,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 200107822R,LIGNE ECHAPPEMENT PARTIE AV ASS,PIE,Renault,65500,,Renault, 	 ," PCE Pièce, Unité"," TAN,MOP",0M000,Officielle,,,," TAN,BPR,MOP,RMA",,R--,NA,*,,,RENAULT TANGER EXPLOITATION,1R,,Non,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,Initialisation par PDP,,,--C,BE,--C,BE,NA,8.445,Calcul automatique,,,Plan et Num 3D obligatoires,Renault,Plan,--B,5,Non partagé
200108849R,DESCENTE ECHAPPEMENT P-ASS,Refused,3,5,0.6,71,ECHAPPEMENT - POT CATALYTIQUE,X79,ASS001020,Fonction,DESCENTE D' ECHAPPEMENT ASS,Renault,B1,Projet,U79 TR4X4 BRASIL,,NA,NA,1," UAS,VUC",0RDBA,NA,1,Valide, 	 ,16/02/2017,ASS001020,NA,,DESCENTE D' ECHAPPEMENT ASS,8708.92,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 200108849R,DESCENTE ECHAPPEMENT P-ASS,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," UAS,MBR",,R--,NA,*,XJR,,EBERSPAECHER TECN. DE EXHAUS,U3,,Non,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,,,,---,BE,---,BE,NA,4.448,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--A,6,
200200338R,LIGNE ECHAPPEMENT,Refused,2,8,0.25,71,ECHAPPEMENT - POT CATALYTIQUE,X52,ASS001023,Fonction,LIGNE D' ECHAPPEMENT ASS,Renault,11,Projet,B52 / K7M,,NA,NA,3,,0RDBA,NA,1,Valide, 	 ,21/11/2012,ASS001023,NA,,LIGNE D' ECHAPPEMENT ASS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 200203304R,LIGNE ECHAPPEMENT,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",UAS,0RDBA,Officielle,,,,UAS,,R--,NA,*,XJR,,,39,,Non,NA,NA,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,NA,6.876,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--J,18,
200200512R,LIGNE ECHAPPEMENT,Refused,2,3,0.6666666666666666,71,ECHAPPEMENT - POT CATALYTIQUE,X52,ASS001023,Fonction,LIGNE D' ECHAPPEMENT ASS,Renault,7,Projet,B52 / D4F SAUF EURO6,,NA,NA,1,,65500,NA,1,Valide, 	 ,05/11/2012,ASS001023,NA,,LIGNE D' ECHAPPEMENT ASS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 200200512R,LIGNE ECHAPPEMENT,PIE,Renault,65500,,Renault, 	 ," PCE Pièce, Unité",MOP,0M000,Officielle,,,,MOP,,R--,NA,*,XJR,,,HJ,,Non,NA,NA,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--D,BE,--D,BE,NA,8.715,Calculée,,,Plan de définition obligatoire,Renault,Plan,--E,11,
200201082R,LIGNE ECHAPPEMENT,Refused,1,4,0.25,71,ECHAPPEMENT - POT CATALYTIQUE,X52,ASS001023,Fonction,LIGNE D' ECHAPPEMENT ASS,Renault,15,Projet,B52 / K9K  GEN5 ECO,,NA,NA,1,,65500,NA,1,Valide, 	 ,05/11/2012,ASS001023,NA,,LIGNE D' ECHAPPEMENT ASS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 200201082R,LIGNE ECHAPPEMENT,PIE,Renault,65500,,Renault, 	 ," PCE Pièce, Unité",MOP,0M000,Officielle,,,,MOP,,R--,NA,*,XJR,,,YF,,Non,NA,NA,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--F,BE,--F,BE,NA,12.326,Calculée,,,Plan de définition obligatoire,Renault,Plan,--G,12,
200201924R,LIGNE ECHAPPEMENT,Validated,1,1,0,71,ECHAPPEMENT - POT CATALYTIQUE,X52,ASS001023,Fonction,LIGNE D' ECHAPPEMENT ASS,Renault,30,Projet,B52 D4F EURO6,,NA,NA,1,,0M000,NA,1,Valide, 	 ,24/01/2014,ASS001023,NA,,LIGNE D' ECHAPPEMENT ASS,,NA,Fournisseur,0,0,NA,0,0,NA,1,NA,,,TAN,0M000,Officielle,,,,BE,,NA,, 	 200206982R,LIGNE ECHAPPEMENT,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",TAN,0M000,Officielle,,,,TAN,,R--,NA,*,XJR,,,34,,Non,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,euro6,,,--B,BE,--B,BE,NA,9.244,Calculée,,,Plan de définition obligatoire,Renault,Plan,--B,7,
200202261R,LIGNE ECHAPPEMENT,Refused,2,4,0.5,71,ECHAPPEMENT - POT CATALYTIQUE,X52,ASS001023,Fonction,LIGNE D' ECHAPPEMENT ASS,Renault,17,Projet,B/  K9K  STEP1,,NA,NA,1,,65500,NA,1,Valide, 	 ,17/07/2015,ASS001023,NA,,LIGNE D' ECHAPPEMENT ASS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," ORA,MOP",0M000,Officielle,,,,BE,,NA,, 	 200202261R,LIGNE ECHAPPEMENT,PIE,Renault,65500,,Renault, 	 ," PCE Pièce, Unité"," MOP,ORA",0M000,Officielle,,,," MOP,ORA",,R--,NA,*,XJR,,RENAULT ALGERIE PRODUCTION,5S,,Non,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,Initialisation par PDP,,,--D,BE,--D,BE,NA,5.563,Calculée,,,Plan de définition obligatoire,Renault,Plan,--D,10,
200202298R,LIGNE ECHAPPEMENT,Refused,1,5,0.2,71,ECHAPPEMENT - POT CATALYTIQUE,X52,ASS001023,Fonction,LIGNE D' ECHAPPEMENT ASS,Renault,20,Projet," K,L52  K9K  EURO6 ",,NA,NA,1,,0M000,NA,1,Valide, 	 ,11/03/2014,ASS001023,NA,,LIGNE D' ECHAPPEMENT ASS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 200205919R,LIGNE ECHAPPEMENT,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",MOP,0M000,Officielle,,,,MOP,,R--,NA,*,XJR,,,Z7,,Non,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,euro6,,,--E,BE,--E,BE,NA,7.766,Calculée,,,Plan de définition obligatoire,Renault,Plan,--D,14,
200202840R,LIGNE ECHAPPEMENT,Refused,9,11,0.8181818181818182,71,ECHAPPEMENT - POT CATALYTIQUE,X52,ASS001023,Fonction,LIGNE D' ECHAPPEMENT ASS,Renault,57,Projet,B52 H4M MERCOS,,NA,NA,2,,0RDBA,NA,1,Valide, 	 ,24/05/2018,ASS001023,NA,,LIGNE D' ECHAPPEMENT ASS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,COR,0RDBA,Officielle,,,,BE,,NA,, 	 200202059R,LIGNE ECHAPPEMENT,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",COR,0RDBA,Officielle,,,,COR,,R--,NA,*,XJ0,,,8B,,Non,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,,,,---,BE,---,BE,NA,10.008,Calculée,,,Plan de définition obligatoire,Renault,Plan,--C,20,
200204221R,LIGNE ECHAPPEMENT,Validated,2,2,0,71,ECHAPPEMENT - POT CATALYTIQUE,X52,ASS001023,Fonction,LIGNE D' ECHAPPEMENT ASS,Renault,44,Projet,PH2 - B52 K9K STEP1,,NA,NA,1,,0M000,NA,1,Valide, 	 ,19/02/2016,ASS001023,NA,,LIGNE D' ECHAPPEMENT ASS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," MOP,ORA",0M000,Officielle,,,,BE,,NA,, 	 200204221R,LIGNE ECHAPPEMENT,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité"," ORA,MOP",0M000,Officielle,,,," ORA,MOP",,R--,NA,*,XJR,,AUTOMOBILE DACIA S.A. ACHATS,U3,,Non,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,,,,--A,BE,--A,BE,NA,5.963,Calculée,,,Plan de définition obligatoire,Renault,Plan,--A,5,
200204307R,LIGNE ECHAPPEMENT,Refused,3,5,0.6,71,ECHAPPEMENT - POT CATALYTIQUE,X79,F16661,Fonction,LIGNE ECHAPPEMENT EQUIPEE,Renault,A6,Projet,H79 PH2 COLOMBIE E2,,NA,NA,1,OCM,0RDBA,NA,1,Valide, 	 ,01/09/2014,F16661/AA,NA,,LIGNE D' ECHAPPEMENT EQP,8708.92,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,OCM,0RDBA,Officielle,,,,BE,,NA,, 	 200209440R,LIGNE ECHAPPEMENT,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,OCM,,R--,NA,Y,XJ0,,UMO S A,FU,,Non,NA,NA,Gestion Documentaire,Assemblé,,,,--A,BE,--A,BE,NA,13.312,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--C,3,Non partagé
200204738R,LIGNE ECHAPPEMENT,Validated,3,3,0,71,ECHAPPEMENT - POT CATALYTIQUE,X52,ASS001023,Fonction,LIGNE D' ECHAPPEMENT ASS,Renault,46,Projet,PH2 - B52 CROSS  K9K EURO6,,NA,NA,1,,0M000,NA,1,Valide, 	 ,08/09/2015,ASS001023,NA,,LIGNE D' ECHAPPEMENT ASS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 200204738R,LIGNE ECHAPPEMENT,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",MOP,0M000,Officielle,,,,MOP,,R--,NA,*,XJR,,AUTOMOBILE DACIA S.A. ACHATS,RE,,Non,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,,,,--C,BE,--C,BE,NA,7.878,Calculée,,,Plan de définition obligatoire,Renault,Plan,--B,7,
200204964R,LIGNE ECHAPPEMENT,Validated,2,2,0,71,ECHAPPEMENT - POT CATALYTIQUE,X52,ASS001023,Fonction,LIGNE D' ECHAPPEMENT ASS,Renault,1,Projet,B52 / H4B SAUF GNC,,NA,NA,1,,65500,NA,1,Valide, 	 ,05/11/2012,ASS001023,NA,,LIGNE D' ECHAPPEMENT ASS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 200204964R,LIGNE ECHAPPEMENT,PIE,Renault,65500,,Renault, 	 ," PCE Pièce, Unité",MOP,0M000,Officielle,,,,MOP,,R--,NA,*,XJR,,,WC,,Non,NA,NA,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--B,BE,--B,BE,NA,6.368,Calculée,,,Plan de définition obligatoire,Renault,Plan,--C,7,
200206162R,LIGNE ECHAPPEMENT,Validated,2,2,0,71,ECHAPPEMENT - POT CATALYTIQUE,XHA,F16661,Fonction,LIGNE ECHAPPEMENT EQUIPEE,Renault,2,Projet,HHA INDIA TR4X2 K9K,,NA,NA,1,,0INDE,NA,1,Valide, 	 ,09/03/2016,F16661/AA,NA,,LIGNE D' ECHAPPEMENT EQP,8708.92,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 200206162R,LIGNE ECHAPPEMENT,PIE,Renault,0M000,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,NA,Y,XJR,,,9L,,Non,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,,,,--B,BE,--B,BE,NA,11.1,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--D,7,
200206359R,LIGNE ECHAPPEMENT,Validated,1,1,0,71,ECHAPPEMENT - POT CATALYTIQUE,X52,ASS001023,Fonction,LIGNE D' ECHAPPEMENT ASS,Renault,4,Projet,PH2 - B52 B4D,,NA,NA,1,,0M000,NA,1,Valide, 	 ,07/10/2015,ASS001023,NA,,LIGNE D' ECHAPPEMENT ASS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 200206359R,LIGNE ECHAPPEMENT,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",MOP,0M000,Officielle,,,,MOP,,R--,NA,*,XJR,,AUTOMOBILE DACIA S.A. ACHATS,5G,,Non,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,B4D,,,--A,BE,--A,BE,NA,7.728,Calculée,,,Plan de définition obligatoire,Renault,Plan,---,6,Non partagé
